,título_original,genero,subgenero,colocação,título_brasileiro,distribuidora,renda,publico,salas_abertura,estreia,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,0-10,11-20,21-30,31-40,41-50,51-60,61-70,71-80,81-90,91-100
181,The Walk,Adventure,Drama,99,A travessia,Sony,2625950,141231,257,2015-08-10,67,61,41,65,61,31,41,24,29,38,29,31,80,79,36,37,30,29,20,50,43,36,96,46,19,87,100,42,36,58,45,57,58,29,28,21,44,99,48,48,50,36,23,73,15,42,21,57,36,15,49,31,64,94,36,50,15,36,46,29,60,58,28,57,50,46,39,83,48,54,50,36,45,38,70,36,14,43,52,60,62,50,21,56,22,37,78,31,0,73,50,65,87,23,69,40,35,43,50,37,45,39,48,42,27,69,91,30,68,48,35,71,44,18,40,78,50,57,28,36,14,38,81,89,35,50,43,43,68,59,92,94,94,68,68,44,29,20,21,41,82,41,57,37,30,35,41,62,30,46,58,60,35,27,35,35,30,41,44,22,21,41,49,29,37,50,56,34,69,41,80,86,59,28,68,68,71,37,28,39,68,1,9,29,36,45,18,19,9,7,8
182,Gallows,Horror,Thriller,101,"Forca, A",Warner,2593110,201860,158,2015-07-23,0,0,0,0,0,0,0,0,100,0,71,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,73,78,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,71,0,0,71,0,0,0,0,0,0,0,0,0,0,67,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0,1,11,0,4
183,The visit,Horror,Thriller,102,"Visita, A",Universal,2555600,209948,222,2015-11-26,0,0,100,25,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,24,0,24,0,0,0,36,0,0,0,0,0,0,0,0,24,0,0,25,0,0,0,0,23,23,0,0,0,0,0,23,0,0,0,0,23,0,0,0,0,0,0,0,0,23,0,0,0,0,23,0,0,0,0,31,0,23,0,0,0,0,0,68,29,23,23,23,0,31,31,0,0,23,23,0,0,0,0,23,23,0,26,0,0,23,20,0,0,147,1,26,5,0,0,1,0,0,1
184,Relatos Salvajes,Drama,Thriller,103,Relatos Selvagens,Warner,2262380,471732,89,2014-10-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,15,0,0,13,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,13,0,0,0,0,0,0,0,0,18,0,26,26,0,13,0,0,0,13,0,0,0,27,17,0,0,13,13,0,14,18,0,0,0,0,13,14,19,20,27,0,0,20,14,73,19,46,39,59,100,151,21,4,1,1,1,0,1,0,1
185,Relatos Salvajes,Drama,Thriller,103,Relatos Selvagens,Warner,2262380,471732,89,2014-10-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,15,0,0,13,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,13,0,0,0,0,0,0,0,0,18,0,26,26,0,13,0,0,0,13,0,0,0,27,17,0,0,13,13,0,14,18,0,0,0,0,13,14,19,20,27,0,0,20,14,73,19,46,39,59,100,151,21,4,1,1,1,0,1,0,1
186,Samba,Drama,Comedy,104,Samba,California,2119980,134278,66,2015-09-07,50,52,52,66,62,52,52,52,48,51,63,59,52,52,51,46,55,67,60,51,51,51,56,57,64,62,52,48,53,53,55,64,64,55,49,51,48,55,66,62,56,63,50,51,52,67,69,50,48,49,51,58,62,57,47,48,46,45,48,65,58,51,48,48,49,53,79,100,52,52,48,47,50,61,55,47,48,45,47,52,58,58,47,46,50,50,49,60,61,46,47,48,46,47,59,57,50,46,43,47,49,61,59,48,46,45,47,48,56,55,46,48,46,46,47,57,56,46,48,45,53,53,66,61,49,49,48,51,52,65,58,47,50,51,45,53,63,60,48,47,47,48,50,64,63,46,50,46,50,51,62,57,47,49,50,46,50,61,61,49,48,48,48,49,62,61,51,49,48,46,51,58,62,47,46,44,47,49,58,62,53,0,0,0,0,86,62,31,1,0,1
187,Kidnapping Mr. Heineken,Drama,Action,106,Jogada de mestre,Imagem,2091860,109878,72,2015-07-30,0,0,11,0,0,10,11,15,0,11,0,0,11,0,16,18,15,15,11,16,11,14,22,0,11,0,0,11,0,15,10,15,10,11,11,0,14,10,0,0,0,0,0,14,0,10,10,11,0,0,0,0,0,0,0,11,30,45,26,21,0,30,30,31,38,10,21,10,11,23,14,14,0,0,0,0,22,14,30,0,13,20,10,11,28,14,10,0,0,16,14,15,73,16,10,0,11,11,15,0,11,0,0,11,0,0,29,0,0,0,0,0,14,35,10,0,0,10,11,0,14,0,0,0,13,0,0,29,0,0,10,10,0,22,14,0,10,11,21,11,43,15,32,11,10,10,0,0,29,10,10,0,10,10,27,29,0,10,10,0,11,0,0,0,0,10,10,11,0,16,21,0,10,10,11,14,15,15,20,45,100,96,57,19,4,3,0,0,1,0,1
188,Qu'est-e qu'on a fait a bon dieu?,Comedy,Placeholder,107,Que mal eu fiz a Deus?,Europa,2019590,106713,111,2015-06-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0,0,0,0,0,0,4,0,2
189,Divã a 2,Comedy,Crime,108,Divã a 2,DTF/Paris,1986010,164987,315,2015-05-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,40,0,41,0,28,0,0,0,0,0,0,0,0,0,0,0,41,31,0,0,0,0,37,39,0,0,27,0,0,0,39,0,0,0,29,0,0,0,0,28,71,100,164,0,7,6,2,0,0,1,0,1
190,Le Sel de La Terre,Documentary,Placeholder,109,O sal da Terra,Imovision,1949140,133748,39,2015-03-26,12,8,6,6,7,3,6,4,8,6,8,5,8,10,6,5,3,9,3,5,0,6,8,9,3,9,3,10,16,8,12,3,6,6,10,8,8,3,6,3,9,5,6,4,5,5,12,0,3,9,13,9,8,6,6,0,10,0,7,9,7,6,7,12,12,3,15,8,3,0,6,5,9,3,3,8,3,0,9,6,11,3,3,5,9,10,3,5,9,6,8,0,5,4,4,9,6,4,0,4,5,6,6,0,3,4,5,3,3,0,100,32,21,27,7,16,6,15,6,12,7,9,7,9,7,15,12,12,3,6,12,10,9,12,6,6,4,13,6,12,9,5,8,12,8,10,24,42,31,70,30,6,16,12,10,16,10,10,12,10,9,12,8,10,9,9,18,11,6,18,13,7,20,12,9,17,17,13,7,33,23,136,34,5,3,1,0,1,0,0,1
191,The gunman,Action,Drama,113,O franco-atirador,Paris,1706390,128882,280,2015-07-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,34,0,0,25,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,25,0,0,34,0,0,0,0,0,0,36,36,0,100,26,26,46,54,92,34,34,25,26,0,35,35,0,25,51,0,27,46,68,0,24,0,0,0,0,34,0,0,0,33,0,0,0,0,0,25,0,0,36,35,0,0,0,0,27,35,37,26,26,24,24,51,34,36,0,24,0,24,25,66,0,133,0,21,17,2,3,3,0,0,2
192,The Longest Ride,Drama,Romance,115,Uma longa jornada,Fox,1684220,119637,133,2015-04-30,3,2,2,2,2,5,0,0,0,0,0,0,2,2,2,2,2,0,2,2,2,0,0,3,0,0,2,0,4,2,2,2,2,0,2,0,0,0,2,3,2,2,5,5,0,3,3,2,2,4,4,6,9,6,6,0,5,5,2,7,5,0,3,5,2,4,3,0,2,2,2,2,2,2,2,2,0,0,2,2,6,2,2,3,3,5,2,3,2,2,2,7,2,0,6,4,2,0,4,2,2,2,3,3,8,7,7,5,6,4,2,2,6,2,3,0,3,2,2,4,7,5,3,2,2,3,3,5,6,21,28,21,25,32,31,9,9,7,7,7,11,7,7,4,9,9,4,5,18,7,10,14,13,10,13,14,10,13,5,8,7,11,10,13,5,10,6,12,4,10,15,29,20,15,24,29,30,32,45,69,100,154,13,8,3,1,0,1,0,0,1
193,Woman in Gold,Drama,Placeholder,116,A dama dourada,Diamond,1624250,94392,49,2015-08-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,19,0,0,0,0,19,0,0,20,0,0,0,0,0,0,0,20,26,0,0,0,0,25,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,26,0,19,29,18,36,0,26,54,19,0,27,0,0,25,26,0,0,18,0,31,26,0,0,18,0,19,20,0,0,39,18,18,19,0,0,27,19,18,18,18,0,50,0,0,18,18,19,30,25,52,37,27,45,100,135,24,13,4,2,2,0,0,0,1
194,Grace of Monaco,Romance,Drama,117,Grace de Mônaco,Playarte,1529460,88123,100,2015-10-29,0,0,0,0,0,0,0,38,0,0,0,27,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,36,0,0,27,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,25,0,0,0,0,0,0,0,0,53,0,0,0,0,0,26,0,0,0,36,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,25,0,0,0,0,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,27,0,0,0,25,24,25,52,0,0,0,0,24,0,0,33,0,24,0,0,100,153,0,18,6,1,2,0,0,0,1
195,Aloha,Drama,Comedy,118,Sob o mesmo céu,Fox,1482620,92419,137,2015-11-06,5,6,4,4,4,4,5,5,13,32,18,15,6,15,5,4,10,4,7,4,5,10,0,11,4,9,16,5,20,13,29,27,40,82,100,99,60,36,25,40,29,53,50,35,24,28,5,22,36,20,12,14,12,19,20,16,25,11,17,16,19,19,17,20,9,16,5,14,19,36,33,9,12,7,11,15,19,8,12,10,9,5,13,22,22,4,7,14,4,7,17,10,14,9,9,9,7,19,34,15,10,12,7,5,33,24,10,8,3,5,11,33,20,22,14,3,3,13,7,18,14,7,10,3,4,14,14,0,3,3,5,4,11,14,3,13,5,10,13,18,25,8,18,3,7,5,13,21,5,10,7,3,9,10,19,12,10,7,8,5,9,21,5,7,3,0,7,14,11,5,5,3,0,19,5,30,10,7,7,8,5,91,57,16,11,1,2,0,0,1,2
196,Pitch perfect 2,Comedy,Music,119,A escolha perfeita 2,Universal,1460210,124201,214,2015-08-13,12,17,13,9,8,12,9,7,5,6,9,7,19,20,10,16,6,5,4,9,4,30,19,6,6,7,3,8,15,15,12,11,9,8,12,23,17,5,5,16,3,9,16,18,9,9,8,9,22,9,4,5,9,5,6,7,3,14,9,5,10,10,9,9,27,16,11,10,9,18,18,22,17,11,20,10,28,14,30,10,16,9,9,5,20,7,14,26,15,20,36,43,38,38,33,15,30,16,35,45,17,20,12,17,19,22,54,19,25,18,26,63,70,100,32,34,41,37,32,76,63,32,46,47,26,26,78,50,38,33,31,24,26,40,53,35,28,24,36,19,21,43,25,38,25,25,41,36,46,29,31,42,39,41,49,43,32,37,48,29,19,26,30,29,32,18,39,32,51,38,24,29,28,38,41,56,66,39,59,52,73,51,43,30,28,15,6,4,3,0,1
197,The Interview,Action,Comedy,120,A entrevista,Sony,1445970,117045,160,2015-01-29,9,8,12,13,13,9,10,5,11,11,19,30,24,16,15,14,21,100,55,35,29,18,18,29,36,51,52,30,25,25,21,23,25,20,19,12,14,17,19,14,14,18,17,15,15,23,18,21,17,15,18,19,17,21,17,16,14,14,13,17,20,18,16,15,14,15,17,16,14,16,11,13,17,12,11,14,14,16,13,17,10,13,14,15,14,14,20,17,18,14,17,10,15,12,15,13,14,12,12,15,13,13,14,13,11,10,11,10,12,10,15,10,12,15,16,12,16,15,11,12,13,14,11,12,14,10,9,14,14,10,12,13,10,9,11,12,11,15,22,36,41,26,30,26,35,93,98,100,65,67,51,38,34,30,37,39,27,23,22,23,17,21,26,19,17,15,18,16,16,16,21,20,16,15,15,23,28,16,16,24,29,16,116,30,8,1,4,2,0,0,4
198,"Esperança é a última que morre, A",Comedy,Placeholder,121,A esperança é a última que morre,DTF/Paris,1434210,110831,131,2015-03-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,48,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,49,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,52,52,0,55,0,0,0,0,0,0,0,0,0,57,0,78,0,0,75,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,51,0,0,0,82,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,5,10,0,4,1,1
199,Wild,Drama,Placeholder,122,Livre,Fox,1426110,90021,58,2015-01-15,85,81,79,78,80,81,78,84,85,80,81,79,78,76,82,84,77,80,77,78,75,82,81,81,80,78,75,78,82,86,78,81,76,75,75,80,80,78,80,78,74,74,78,80,78,80,77,76,73,79,80,80,79,77,77,76,81,81,83,79,79,78,77,81,83,79,80,79,79,77,83,82,78,77,79,78,74,82,67,71,81,78,78,77,79,82,80,82,79,75,74,82,81,77,79,77,79,76,79,73,77,80,79,76,75,82,82,77,80,79,78,74,81,80,78,79,79,77,82,81,83,84,82,82,80,79,84,82,80,84,80,86,100,91,90,87,81,81,81,79,84,84,87,88,86,84,84,85,92,85,91,85,84,78,84,85,83,81,72,85,86,83,84,82,80,72,71,86,87,85,81,84,81,82,81,86,84,81,77,81,82,0,0,0,0,0,0,1,98,78,4
200,Shaun the sheep,Family,Animation,124,"Shaun, o carneiro",Universal,1387530,113640,312,2015-03-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,0,0,0,0,5,0,0,2
201,St. Vincent,Comedy,Placeholder,125,Um santo vizinho,Paris,1324110,96663,156,2015-02-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,15,0,0,30,16,21,0,0,0,0,0,0,0,0,0,17,0,0,19,0,0,0,0,23,28,0,21,0,0,0,0,0,0,21,22,30,14,14,0,0,0,44,0,14,14,29,30,20,21,14,14,21,29,45,26,30,29,19,29,14,15,33,35,0,15,15,20,41,29,49,61,54,47,100,134,19,18,2,5,1,1,0,0,1
202,The Possession Of Michael King,Horror,Placeholder,126,A possessão do mal,Playarte,1299320,98849,133,2015-01-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,66,64,0,0,0,0,0,0,0,0,71,0,0,0,68,0,0,0,94,0,0,66,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,67,0,0,165,0,0,0,0,0,10,2,0,4
203,El clan,Drama,History,127,O clã,Fox,1249170,77272,74,2015-10-12,33,34,0,19,39,37,34,20,27,21,36,28,27,40,14,14,56,19,38,40,13,27,56,29,49,39,55,27,41,21,36,19,76,14,13,34,56,14,0,18,20,26,33,39,28,46,55,40,54,14,17,30,19,47,26,13,13,27,42,28,28,33,13,27,41,0,19,19,27,27,25,51,61,36,66,13,26,39,13,27,52,46,39,13,19,43,22,36,66,13,32,32,20,28,67,31,20,39,19,26,35,44,56,26,26,32,26,55,71,55,26,25,13,26,28,63,28,19,25,64,32,27,0,26,19,37,37,25,34,35,90,12,31,26,38,28,35,18,45,25,26,13,34,27,78,26,45,38,38,26,25,34,25,19,13,25,13,17,52,44,50,19,25,33,58,34,25,31,31,12,27,17,34,12,19,25,32,14,54,100,35,4,44,50,45,13,14,6,3,1,1
204,Mary`s land,Documentary,Comedy,128,Terra de Maria,Dist. Própria,1191440,85143,5,2015-12-11,15,6,8,12,8,3,13,14,21,9,6,7,5,15,20,6,6,15,12,9,10,17,15,3,9,8,7,11,4,12,7,9,18,8,9,5,6,8,15,5,6,16,7,9,6,6,10,5,8,4,12,4,13,9,15,12,9,12,6,12,12,8,12,8,7,4,14,12,6,12,4,6,7,12,6,8,20,4,12,7,9,10,5,6,7,4,9,4,12,9,14,8,28,22,16,9,11,4,16,12,19,16,13,15,13,16,14,9,11,16,12,15,20,19,23,32,26,43,52,64,97,100,69,62,75,66,61,45,45,47,46,30,50,61,31,34,48,29,32,28,47,47,23,31,29,22,29,22,33,21,23,9,17,14,12,20,8,22,25,33,18,36,23,15,17,12,10,21,27,20,17,14,13,24,12,18,12,20,18,15,14,66,67,21,8,9,1,6,1,0,2
205,Good people,Thriller,Crime,129,Risco Imediato,California,1164280,77819,117,2015-09-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,6,9,8,8,24,14,5,19,45,45,91,100,42,44,27,14,38,53,32,33,48,8,14,9,7,23,17,5,0,6,46,12,12,0,11,0,6,6,0,8,6,0,0,0,6,8,8,5,0,0,6,12,7,0,5,5,5,5,6,8,11,0,5,6,0,6,8,8,5,0,5,0,6,8,23,0,0,5,6,6,8,8,0,0,10,21,17,18,42,5,16,8,11,11,7,19,16,10,11,12,24,22,15,8,10,8,0,11,8,21,6,16,5,16,0,18,8,11,8,16,5,6,22,7,0,11,5,0,6,7,11,10,0,5,5,6,7,7,0,0,0,5,6,7,7,5,0,0,0,6,7,11,5,0,5,0,0,129,30,9,3,7,1,0,0,0,2
206,While We're Young,Comedy,Drama,130,Enquanto somos jovens,Mares,1133300,70865,54,2015-06-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,28,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,30,0,33,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,39,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,39,0,0,0,0,28,30,0,0,28,28,60,56,32,39,100,28,0,28,0,50,0,40,84,42,57,77,151,0,11,9,4,3,0,1,1,1
207,The gift,Thriller,Mystery,131,O presente,Playarte,1118870,88910,246,2015-03-12,22,33,39,43,33,41,38,35,32,43,55,43,38,38,26,33,37,47,39,44,38,32,21,36,52,44,44,37,37,38,36,41,45,47,31,29,36,37,38,35,33,34,29,25,37,40,46,45,41,33,34,48,41,40,36,45,27,29,37,41,44,46,36,40,42,48,48,49,46,49,40,39,58,52,58,57,44,47,43,59,63,53,58,58,44,56,60,56,64,63,57,50,68,77,72,67,70,58,55,60,71,82,100,48,41,22,27,29,30,31,20,30,21,21,26,28,27,24,34,23,27,28,31,45,30,27,28,25,29,32,28,31,25,28,31,29,24,28,24,25,22,27,28,29,29,27,29,26,35,33,32,29,28,28,23,23,30,33,34,30,26,33,31,31,36,30,41,31,33,31,38,38,37,46,43,31,30,39,40,29,35,0,1,54,61,37,17,6,3,1,1
208,The Best exotic Marigold Hotel 2,Placeholder,Placeholder,132,O exótico Hotel Marigold 2,Fox,1105020,66592,58,2015-07-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,33,0,0,0,49,0,66,81,100,0,36,0,0,33,0,0,0,0,46,0,0,41,0,0,0,0,0,0,0,0,35,0,94,46,33,33,68,34,54,71,95,0,49,66,0,36,0,69,49,0,33,34,35,67,45,32,32,64,48,34,67,44,0,0,35,0,36,45,46,0,0,33,0,35,0,46,0,0,0,0,0,46,0,34,34,77,31,0,44,0,32,63,32,0,65,0,0,124,0,0,27,14,1,9,2,1,3
209,Big eyes,Drama,Placeholder,133,Grandes olhos,Paris,1064340,77261,69,2015-01-29,15,26,14,18,11,38,12,30,21,22,17,7,29,27,48,15,14,28,32,18,19,10,30,14,48,28,25,8,10,39,25,17,18,14,31,34,40,29,21,35,25,30,34,30,21,24,35,28,37,42,29,25,38,48,24,25,47,24,35,21,25,46,23,14,36,14,21,43,14,31,10,43,32,32,28,29,23,39,50,18,14,18,36,38,29,23,28,28,25,21,15,39,39,24,24,21,43,19,29,45,21,14,38,32,34,35,35,7,35,40,19,31,53,58,28,27,17,17,20,51,10,31,31,32,46,19,36,16,15,35,29,29,27,20,32,22,15,23,46,33,44,23,33,42,32,47,70,32,46,8,26,49,62,38,41,36,47,50,14,25,23,35,32,82,54,51,49,41,45,16,35,45,52,31,69,58,98,64,20,82,100,8,35,53,45,25,7,4,0,2,2
210,Ida,Drama,Placeholder,135,Ida,Zeta Filmes,1055110,86990,6,2014-12-25,49,89,68,52,49,59,67,51,47,71,66,68,57,46,50,70,71,62,79,65,59,86,50,89,72,86,62,71,78,83,90,62,63,67,54,57,29,65,61,66,67,55,63,78,62,60,78,74,67,36,100,86,63,77,67,54,78,71,40,91,62,52,90,51,67,79,63,67,82,55,65,66,58,63,53,75,64,61,74,77,72,73,54,54,66,86,70,51,71,67,56,77,75,80,81,70,62,59,41,54,62,74,63,51,77,58,78,73,62,58,71,66,42,91,42,51,75,47,55,58,81,56,52,64,62,75,57,66,65,70,79,77,49,52,42,71,51,44,70,58,48,66,74,66,64,85,48,73,68,72,67,61,70,76,57,59,74,83,69,68,76,57,91,71,50,50,84,47,56,71,69,59,66,70,60,47,62,68,58,76,74,0,0,1,2,19,40,58,42,15,4
211,"Vendedor de passados, O",Drama,Placeholder,136,O vendedor de passados,Imagem/Consp,1054750,83607,213,2015-05-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,14,0,14,0,0,0,0,0,0,0,0,14,0,0,13,0,13,0,0,0,19,13,0,0,14,0,18,18,13,0,13,0,0,18,0,13,13,0,0,0,0,0,13,13,0,0,14,19,19,26,13,0,15,0,0,0,0,0,0,0,0,18,0,13,0,0,0,0,0,0,0,0,13,0,0,35,0,0,26,13,0,0,19,37,0,20,0,21,14,0,0,0,13,13,27,14,27,75,39,91,100,97,131,38,5,3,0,0,0,1,0,3
